chr1	2391670
chr1	7961540
chr1	9539450
chr1	23559620
chr1	23778380
chr1	24642980
chr1	26169860
chr1	26921630
chr1	27489950
chr1	27914660
chr1	28643270
chr1	28887130
chr1	32650940
chr1	34859340
chr1	39026380
chr1	45583900
chr1	47333900
chr1	52404460
chr1	54053340
chr1	67685190
chr1	71081300
chr1	75786120
chr1	109548620
chr1	110964040
chr1	112956150
chr1	145964970
chr1	151763510
chr1	156752650
chr1	161153830
chr1	161314490
chr1	162561350
chr1	167721820
chr1	168178910
chr1	182391880
chr1	185045420
chr1	193059420
chr1	202341990
chr1	211675850
chr1	212791730
chr1	224356870
chr1	225924200
chr1	228139920
chr1	233613840
chr1	234610190
chr1	241519930
chr1	246724060
chr10	5412520
chr10	6089460
chr10	12196040
chr10	22315960
chr10	43409170
chr10	70888640
chr10	73252560
chr10	91162990
chr10	92689870
chr10	110567620
chr10	118342280
chr10	119080980
chr11	5270110
chr11	5234630
chr11	10509240
chr11	10807830
chr11	14643560
chr11	33869820
chr11	57530960
chr11	59810820
chr11	63681550
chr11	64241000
chr11	68684410
chr11	72103200
chr11	74949300
chr11	75399590
chr11	86068730
chr11	94973720
chr11	102452950
chr12	21657910
chr12	27710710
chr12	51238840
chr12	52949090
chr12	53441430
chr12	54280200
chr12	62260530
chr12	76084800
chr12	98515610
chr12	108562390
chr12	110468420
chr12	112409600
chr12	120438010
chr12	120446450
chr12	124914450
chr12	130871780
chr13	27251370
chr13	27424590
chr13	28659180
chr13	48233120
chr13	49691510
chr14	22829940
chr14	39175000
chr14	55051770
chr14	65102660
chr14	67359900
chr14	75176550
chr14	95534810
chr14	96502470
chr14	100726850
chr14	103522910
chr15	40039150
chr15	44536990
chr15	64093770
chr15	78299560
chr15	84716290
chr15	90932610
chr15	96326080
chr16	11250310
chr16	23835910
chr16	30429930
chr16	66934520
chr16	67846580
chr16	69424640
chr16	85799600
chr17	1400270
chr17	4796170
chr17	27294150
chr17	28719910
chr17	31858890
chr17	32927960
chr17	38853910
chr17	40418030
chr17	40819050
chr17	42798800
chr17	44324990
chr17	47209080
chr17	48547250
chr17	57850160
chr17	74203690
chr17	75784890
chr17	76643840
chr17	80147330
chr18	657550
chr18	3247350
chr18	9102480
chr18	9914030
chr18	12658160
chr18	23452900
chr18	32091810
chr18	46104320
chr18	47176310
chr18	57622050
chr18	57586900
chr18	59899860
chr19	1605560
chr19	2236530
chr19	3985680
chr19	8005730
chr19	10119990
chr19	10252000
chr19	14572060
chr19	17859630
chr19	34172490
chr19	39846510
chr19	55407870
chr2	8678920
chr2	9423670
chr2	9630510
chr2	9003970
chr2	10448150
chr2	27771750
chr2	27409800
chr2	46617110
chr2	55231980
chr2	61538390
chr2	68157770
chr2	85595580
chr2	95122080
chr2	101001830
chr2	112255210
chr2	126655950
chr2	135741710
chr2	171687400
chr2	227325270
chr2	238240110
chr20	1393170
chr20	5120150
chr20	6006090
chr20	17968690
chr20	23350620
chr20	31605220
chr20	34112380
chr20	41028580
chr20	57525130
chr20	62143420
chr21	14546320
chr21	37073030
chr21	39183580
chr21	43107510
chr21	43776590
chr21	44818190
chr22	19431800
chr22	19941700
chr22	22559260
chr22	29268010
chr22	36529410
chr22	36481390
chr22	37675520
chr22	39319620
chr22	40857020
chr22	43151510
chr3	9890440
chr3	12841620
chr3	14178110
chr3	44976110
chr3	47782050
chr3	48847930
chr3	49029580
chr3	49411950
chr3	51996010
chr3	101561800
chr3	120596370
chr3	128488610
chr3	129184020
chr3	128726210
chr3	141738190
chr3	143001410
chr3	156554310
chr3	179604750
chr3	187139470
chr3	196082180
chr3	196941500
chr4	6640600
chr4	55395700
chr4	55636340
chr4	56435890
chr4	76949650
chr4	83456040
chr4	98929280
chr4	139302520
chr4	153344650
chr4	158723340
chr4	185143170
chr5	1524570
chr5	1746720
chr5	5351620
chr5	6378630
chr5	6408710
chr5	8012780
chr5	10319480
chr5	10320920
chr5	10309020
chr5	10317950
chr5	33441050
chr5	40835380
chr5	43556840
chr5	55307830
chr5	62404010
chr5	69217660
chr5	77776320
chr5	83077610
chr5	132866580
chr5	134004860
chr5	140647730
chr5	140611340
chr5	141691610
chr5	141821730
chr5	141848880
chr5	142013160
chr5	142108480
chr5	142296370
chr5	142012860
chr5	141919390
chr5	142713620
chr5	143244480
chr5	143249070
chr5	143249480
chr5	145854720
chr5	148806000
chr5	148808990
chr5	149446110
chr5	149448140
chr5	149456730
chr5	149666360
chr5	149702800
chr5	149709180
chr5	150293290
chr5	149452470
chr5	149456010
chr5	149551220
chr5	149681100
chr5	149667470
chr5	149440170
chr5	150763250
chr5	151016060
chr5	153979300
chr5	154654050
chr5	154655270
chr5	154682770
chr5	154648840
chr5	157611200
chr5	160421780
chr5	171387610
chr5	171494780
chr5	172789200
chr5	172802780
chr5	172807360
chr5	173455120
chr5	173762120
chr5	173764680
chr5	173766590
chr5	173782130
chr5	173850780
chr5	173862280
chr5	173763060
chr5	173778890
chr5	173839470
chr5	173853550
chr5	173855760
chr5	173864570
chr5	173885700
chr5	173822740
chr5	173866720
chr5	173878410
chr5	173671050
chr5	176217360
chr5	177116890
chr5	177557090
chr5	177565260
chr5	178082110
chr5	178127690
chr5	178182540
chr5	178153940
chr5	178832320
chr5	180093860
chr5	180210230
chr5	180782750
chr5	180782160
chr5	180873730
chr5	181027540
chr5	181161230
chr5	181163500
chr5	181169780
chr5	181173600
chr5	181188970
chr5	181207160
chr5	181131820
chr5	181188590
chr5	181218120
chr5	181133790
chr5	181159500
chr5	181184270
chr5	180863760
chr5	181107810
chr5	181216370
chr6	3203090
chr6	3209040
chr6	2752160
chr6	2842020
chr6	2932290
chr6	2973880
chr6	3160430
chr6	3163040
chr6	2542940
chr6	3166480
chr6	3229730
chr6	3650280
chr6	2849010
chr6	3195850
chr6	4179040
chr6	4358910
chr6	4292030
chr6	4620650
chr6	4371700
chr6	4688230
chr6	4985000
chr6	6826640
chr6	6968500
chr6	7057790
chr6	7058010
chr6	6712690
chr6	6750220
chr6	6885990
chr6	7048180
chr6	7255150
