chr1	1390920
chr1	1407350
chr1	1435620
chr1	1471600
chr1	1511980
chr1	1574820
chr1	1615410
chr1	1659090
chr1	1692860
chr1	1746120
chr1	1778490
chr1	1891090
chr1	2194860
chr1	2229500
chr1	2391670
chr1	2526640
chr1	2586500
chr1	7771240
chr1	7940870
chr1	7961540
chr1	8423360
chr1	8878880
chr1	9129170
chr1	9539450
chr1	9588570
chr1	9651720
chr1	9824000
chr1	9943510
chr1	10210460
chr1	10430420
chr1	10472490
chr1	23368500
chr1	23691850
chr1	23743230
chr1	23778380
chr1	23800870
chr1	23825280
chr1	23868360
chr1	23980290
chr1	24413830
chr1	24642980
chr1	24930330
chr1	25232490
chr1	25247530
chr1	25338050
chr1	25420890
chr1	25431370
chr1	25543600
chr1	25800060
chr1	25859520
chr1	25870400
chr1	25998140
chr1	26161430
chr1	26169860
chr1	26175230
chr1	26317900
chr1	26410110
chr1	26432420
chr1	26529740
chr1	26787860
chr1	26826700
chr1	26889990
chr1	26900450
chr1	26921630
chr1	26960570
chr1	26993580
chr1	27154810
chr1	27234450
chr1	27322000
chr1	27366730
chr1	27383380
chr1	27392620
chr1	27489950
chr1	27603880
chr1	27672220
chr1	27725910
chr1	27773230
chr1	27830750
chr1	27872470
chr1	27914660
chr1	27935020
chr1	28172900
chr1	28233100
chr1	28236070
chr1	28259550
chr1	28329070
chr1	28369810
chr1	28505970
chr1	28553170
chr1	28643270
chr1	28668940
chr1	28736690
chr1	28887130
chr1	29182120
chr1	29231090
chr1	32179690
chr1	32205490
chr1	32222460
chr1	32292150
chr1	32336260
chr1	32394380
chr1	32539430
chr1	32650940
chr1	32703000
chr1	32817010
chr1	32817520
chr1	33036980
chr1	33080980
chr1	33180950
chr1	33256560
chr1	33349940
chr1	33472390
chr1	34859340
chr1	35031990
chr1	35193040
chr1	35269110
chr1	35557490
chr1	35641690
chr1	35719340
chr1	35769950
chr1	35808000
chr1	38859880
chr1	39026380
chr1	39576390
chr1	39738790
chr1	39788880
chr1	39883600
chr1	44674530
chr1	44739590
chr1	44842650
chr1	45011340
chr1	45012120
chr1	45339940
chr1	45583900
chr1	45686650
chr1	45750580
chr1	46132420
chr1	46198370
chr1	46247660
chr1	46303650
chr1	46616640
chr1	46668040
chr1	47314440
chr1	47333900
chr1	52404460
chr1	52698170
chr1	52842800
chr1	53220700
chr1	53238540
chr1	53328080
chr1	53838580
chr1	53889980
chr1	53943710
chr1	53946020
chr1	54053340
chr1	54200180
chr1	54406490
chr1	54764680
chr1	67430580
chr1	67685190
chr1	68497030
chr1	70205590
chr1	70354690
chr1	71047800
chr1	71081300
chr1	75786120
chr1	108560090
chr1	108692390
chr1	108746570
chr1	109075940
chr1	109089360
chr1	109213800
chr1	109283040
chr1	109307640
chr1	109426090
chr1	109483890
chr1	109509730
chr1	109548620
chr1	109619840
chr1	109656030
chr1	109740280
chr1	109910580
chr1	109984790
chr1	110029740
chr1	110211290
chr1	110338520
chr1	110406320
chr1	110873080
chr1	110964040
chr1	111140310
chr1	111449310
chr1	112396080
chr1	112466260
chr1	112674590
chr1	112956150
chr1	113812450
chr1	113904640
chr1	145608260
chr1	145824280
chr1	145919300
chr1	146037340
chr1	150876400
chr1	150926380
chr1	151006480
chr1	151047660
chr1	151057940
chr1	151059710
chr1	151146860
chr1	151165970
chr1	151190140
chr1	151198510
chr1	151254750
chr1	151282090
chr1	151327080
chr1	151347490
chr1	151372710
chr1	151399510
chr1	151540270
chr1	151612030
chr1	151763080
chr1	151763510
chr1	151790590
chr1	151909640
chr1	152037020
chr1	155857380
chr1	155934380
chr1	156021050
chr1	156053820
chr1	156054730
chr1	156082500
chr1	156193790
chr1	156295650
chr1	156338390
chr1	156572530
chr1	156601490
chr1	156741360
chr1	156752650
chr1	156767210
chr1	157138380
chr1	160205350
chr1	160285200
chr1	160343200
chr1	160400470
chr1	160579440
chr1	161020990
chr1	161118130
chr1	161131480
chr1	161153830
chr1	161166380
chr1	161177560
chr1	161199610
chr1	161226050
chr1	161307490
chr1	161314490
chr1	161505390
chr1	161721800
chr1	161749830
chr1	161766380
chr1	162497810
chr1	162561350
chr1	162632860
chr1	162790570
chr1	166839440
chr1	166876570
chr1	167220850
chr1	167553830
chr1	167721820
chr1	167916110
chr1	167936540
chr1	167937210
chr1	168137120
chr1	168178910
chr1	168226030
chr1	182391880
chr1	182589290
chr1	184754960
chr1	185045420
chr1	193059420
chr1	193105390
chr1	193121910
chr1	201829160
chr1	201982650
chr1	202160100
chr1	202341990
chr1	202348610
chr1	203007320
chr1	211259090
chr1	211578780
chr1	211675850
chr1	211830390
chr1	212035620
chr1	212285860
chr1	212414890
chr1	212432740
chr1	212791730
chr1	212858290
chr1	224356870
chr1	224434580
chr1	224929610
chr1	225428850
chr1	225777680
chr1	225810010
chr1	225924200
chr1	225999600
chr1	226061940
chr1	226309210
chr1	226408210
chr1	226870470
chr1	227318510
chr1	227563530
chr1	227730420
chr1	227735290
chr1	228103410
chr1	228139920
chr1	228165980
chr1	228213090
chr1	228457620
chr1	232950460
chr1	233327520
chr1	233613840
chr1	233904610
chr1	234373470
chr1	234479240
chr1	234610190
chr1	235327070
chr1	235328220
chr1	235504680
chr1	241519930
chr1	241640370
chr1	246566320
chr1	246724060
chr1	246931130
chr1	247169820
chr10	4826410
chr10	5094530
chr10	5412520
chr10	5890160
chr10	5977590
chr10	6089460
chr10	6144950
chr10	11742310
chr10	12043260
chr10	12196040
chr10	13100080
chr10	21524610
chr10	22003800
chr10	22315960
chr10	22321180
chr10	43396910
chr10	43436930
chr10	70132900
chr10	70233590
chr10	70404050
chr10	70602940
chr10	70815960
chr10	70888640
chr10	71212540
chr10	71319200
chr10	71396900
chr10	71773560
chr10	71851330
chr10	72354150
chr10	72692080
chr10	73096950
chr10	73110460
chr10	73247640
chr10	73252560
chr10	73911050
chr10	74151080
chr10	90871980
chr10	91162990
chr10	91798300
chr10	91909560
chr10	91923830
chr10	92291200
chr10	92689870
chr10	93496530
chr10	110567620
chr10	110644380
chr10	110871790
chr10	110919450
chr10	117375610
chr10	118046850
chr10	118342280
chr10	118755290
chr10	119029680
chr10	119080980
chr10	119207490
chr11	4393700
chr11	4608270
chr11	5225070
chr11	5250110
chr11	5255000
chr11	5270110
chr11	5596080
chr11	5685020
chr11	6235060
chr11	9573630
chr11	10305070
chr11	10455150
chr11	10509240
chr11	10751050
chr11	10807830
chr11	10858040
chr11	14499880
chr11	14520460
chr11	14643560
chr11	33161430
chr11	33869820
chr11	34105550
